Posição,Código IBGE,Município,UF,População
4754º,2806503,Santa Rosa de Lima,Sergipe,3938
4755º,4109005,Guapirama,Paraná,3934
4756º,3520806,Inúbia Paulista,São Paulo,3933
4757º,4311981,Mariana Pimentel,Rio Grande do Sul,3932
4758º,3134509,Itutinga,Minas Gerais,3926
4759º,2501351,Assunção,Paraíba,3921
4760º,3161650,São Geraldo do Baixio,Minas Gerais,3920
4761º,4123956,Santa Mônica,Paraná,3915
4762º,3121704,Diogo de Vasconcelos,Minas Gerais,3913
4763º,4219408,Witmarsum,Santa Catarina,3912
4764º,3171105,Veríssimo,Minas Gerais,3911
4765º,2406155,Jundiá,Rio Grande do Norte,3910
4766º,3542305,Redenção da Serra,São Paulo,3908
4767º,5107297,São José do Povo,Mato Grosso,3908
4768º,5214101,Mutunópolis,Goiás,3906
4769º,4310702,Itatiba do Sul,Rio Grande do Sul,3896
4770º,2202251,Canavieira,Piauí,3892
4771º,3529609,Meridiano,São Paulo,3892
4772º,2201176,Barra d'Alcântara,Piauí,3889
4773º,3507159,Bom Sucesso de Itararé,São Paulo,3888
4774º,3159100,Santana dos Montes,Minas Gerais,3887
4775º,2207553,Paquetá,Piauí,3886
4776º,3503505,Areias,São Paulo,3879
4777º,1707553,Fátima,Tocantins,3879
4778º,5106273,Novo Horizonte do Norte,Mato Grosso,3876
4779º,3158409,Santana de Cataguases,Minas Gerais,3876
4780º,4320602,Severiano de Almeida,Rio Grande do Sul,3868
4781º,4106100,Conselheiro Mairinck,Paraná,3866
4782º,3111150,Campo Azul,Minas Gerais,3863
4783º,4218350,Treviso,Santa Catarina,3863
4784º,5103361,Conquista d'Oeste,Mato Grosso,3860
4785º,2408706,Paraú,Rio Grande do Norte,3859
4786º,5219357,Santa Isabel,Goiás,3857
4787º,5221908,Varjão,Goiás,3856
4788º,5107578,Rondolândia,Mato Grosso,3854
4789º,5209804,Hidrolina,Goiás,3852
4790º,4204103,Caxambu do Sul,Santa Catarina,3850
4791º,4215356,Saltinho,Santa Catarina,3847
4792º,3141207,Matutina,Minas Gerais,3846
4793º,2514552,São José de Princesa,Paraíba,3842
4794º,4300059,Água Santa,Rio Grande do Sul,3841
4795º,2410009,Pilões,Rio Grande do Norte,3836
4796º,3552551,Suzanápolis,São Paulo,3836
4797º,1100262,Rio Crespo,Rondônia,3829
4798º,5106208,Nova Brasilândia,Mato Grosso,3827
4799º,3153202,Presidente Juscelino,Minas Gerais,3827
4800º,4315354,Quinze de Novembro,Rio Grande do Sul,3826
4801º,2201988,Brejo do Piauí,Piauí,3823
4802º,1711506,Jaú do Tocantins,Tocantins,3821
4803º,3122470,Dom Bosco,Minas Gerais,3818
4804º,2204600,Hugo Napoleão,Piauí,3816
4805º,4125456,São José das Palmeiras,Paraná,3816
4806º,5207352,Edealina,Goiás,3809
4807º,2505501,Vista Serrana,Paraíba,3808
4808º,3119906,Córrego do Bom Jesus,Minas Gerais,3804
4809º,2511004,Pedra Branca,Paraíba,3803
4810º,5104559,Itaúba,Mato Grosso,3800
4811º,3501202,Álvares Florence,São Paulo,3795
4812º,1712405,Lizarda,Tocantins,3787
4813º,5208152,Gameleira de Goiás,Goiás,3777
4814º,4102752,Bela Vista da Caroba,Paraná,3774
4815º,1710904,Itapiratins,Tocantins,3772
4816º,2512036,Poço Dantas,Paraíba,3770
4817º,3540853,Pracinha,São Paulo,3768
4818º,3141306,Medeiros,Minas Gerais,3765
4819º,4314035,Pareci Novo,Rio Grande do Sul,3760
4820º,5218052,Porteirão,Goiás,3758
4821º,3110806,Campanário,Minas Gerais,3757
4822º,5209606,Heitoraí,Goiás,3757
4823º,3144904,Nova Módica,Minas Gerais,3757
4824º,4313425,Novo Machado,Rio Grande do Sul,3757
4825º,5200829,Amaralina,Goiás,3754
4826º,2503407,Cacimba de Areia,Paraíba,3749
4827º,4300851,Arambaré,Rio Grande do Sul,3748
4828º,3160900,São Brás do Suaçuí,Minas Gerais,3747
4829º,4307815,Estrela Velha,Rio Grande do Sul,3745
4830º,3533205,Nova Independência,São Paulo,3745
4831º,3171402,Vieiras,Minas Gerais,3741
4832º,5204656,Campinaçu,Goiás,3740
4833º,3528205,Macedônia,São Paulo,3736
4834º,1702703,Aurora do Tocantins,Tocantins,3735
4835º,4103156,Bom Jesus do Sul,Paraná,3733
4836º,1718402,Presidente Kennedy,Tocantins,3733
4837º,5201603,Araçu,Goiás,3731
4838º,2209500,Santo Inácio do Piauí,Piauí,3731
4839º,4301552,Áurea,Rio Grande do Sul,3718
4840º,4120333,Prado Ferreira,Paraná,3718
4841º,2514800,São José dos Cordeiros,Paraíba,3711
4842º,3109600,Cachoeira da Prata,Minas Gerais,3710
4843º,5219605,Santa Tereza de Goiás,Goiás,3710
4844º,4202859,Braço do Trombudo,Santa Catarina,3709
4845º,4310900,Jacutinga,Rio Grande do Sul,3704
4846º,5204557,Caldazinha,Goiás,3703
4847º,3522000,Itaju,São Paulo,3703
4848º,2803807,Malhada dos Bois,Sergipe,3693
4849º,3538303,Piquerobi,São Paulo,3693
4850º,4216354,São João do Itaperiú,Santa Catarina,3690
4851º,2210102,São José do Peixe,Piauí,3689
4852º,5108105,Tesouro,Mato Grosso,3682
4853º,3551207,Sarutaiá,São Paulo,3681
4854º,2401909,Caiçara do Rio do Vento,Rio Grande do Norte,3680
4855º,3541653,Quadra,São Paulo,3680
4856º,3102407,Alvorada de Minas,Minas Gerais,3673
4857º,3149200,Pedrinópolis,Minas Gerais,3672
4858º,2907400,Catolândia,Bahia,3669
4859º,2411106,Ruy Barbosa,Rio Grande do Norte,3669
4860º,3160009,Santo Antônio do Aventureiro,Minas Gerais,3668
4861º,5215900,Palminópolis,Goiás,3667
4862º,3115409,Catas Altas da Noruega,Minas Gerais,3666
4863º,4113429,Lidianópolis,Paraná,3662
4864º,5106174,Nova Nazaré,Mato Grosso,3655
4865º,4302600,Braga,Rio Grande do Sul,3647
4866º,4311130,Jari,Rio Grande do Sul,3645
4867º,3156403,Romaria,Minas Gerais,3644
4868º,4319356,São Pedro da Serra,Rio Grande do Sul,3639
4869º,5221007,Taquaral de Goiás,Goiás,3625
4870º,2207850,Pavussu,Piauí,3623
4871º,5204607,Campestre de Goiás,Goiás,3622
4872º,3543600,Rifaina,São Paulo,3618
4873º,4106555,Corumbataí do Sul,Paraná,3617
4874º,2411809,São Fernando,Rio Grande do Norte,3617
4875º,3106804,Bias Fortes,Minas Gerais,3613
4876º,4212239,Paraíso,Santa Catarina,3613
4877º,5205059,Castelândia,Goiás,3610
4878º,3500204,Adolfo,São Paulo,3609
4879º,2512747,Riachão,Paraíba,3607
4880º,5206503,Cromínia,Goiás,3606
4881º,5203609,Brazabrantes,Goiás,3604
4882º,4313359,Nova Roma do Sul,Rio Grande do Sul,3603
4883º,4123105,Santa Amélia,Paraná,3603
4884º,3166105,Senhora do Porto,Minas Gerais,3602
4885º,5106190,Nova Santa Helena,Mato Grosso,3596
4886º,2513356,Santa Inês,Paraíba,3596
4887º,2505808,Duas Estradas,Paraíba,3594
4888º,3124708,Estrela do Indaiá,Minas Gerais,3590
4889º,4219101,Vargeão,Santa Catarina,3590
4890º,3119005,Cordislândia,Minas Gerais,3587
4891º,4322327,Turuçu,Rio Grande do Sul,3585
4892º,3114709,Carvalhópolis,Minas Gerais,3581
4893º,4319703,São Valentim,Rio Grande do Sul,3581
4894º,2704906,Mar Vermelho,Alagoas,3579
4895º,4115739,Mato Rico,Paraná,3576
4896º,5108204,Torixoréu,Mato Grosso,3576
4897º,5221452,Trombas,Goiás,3571
4898º,5007976,Taquarussu,Mato Grosso do Sul,3570
4899º,3153004,Pratinha,Minas Gerais,3569
4900º,2516151,Sossêgo,Paraíba,3567
4901º,2410702,Riacho da Cruz,Rio Grande do Norte,3566
4902º,3159407,Santa Rita de Ibitipoca,Minas Gerais,3566
4903º,2514602,São José do Bonfim,Paraíba,3566
4904º,4201604,Arroio Trinta,Santa Catarina,3564
4905º,3153707,Quartel Geral,Minas Gerais,3557
4906º,4107124,Diamante do Sul,Paraná,3555
4907º,4310553,Itacurubi,Rio Grande do Sul,3552
4908º,1100908,Castanheiras,Rondônia,3550
4909º,2305100,Guaramiranga,Ceará,3547
4910º,4116604,Nova América da Colina,Paraná,3545
4911º,4123204,Santa Cecília do Pavão,Paraná,3544
4912º,3514924,Elisiário,São Paulo,3537
4913º,3129905,Ibitiúra de Minas,Minas Gerais,3536
4914º,5205521,Colinas do Sul,Goiás,3529
4915º,2505907,Emas,Paraíba,3528
4916º,4304101,Campos Borges,Rio Grande do Sul,3514
4917º,5215652,Palestina de Goiás,Goiás,3514
4918º,3126950,Frei Lagonegro,Minas Gerais,3510
4919º,1713957,Muricilândia,Tocantins,3507
4920º,2201572,Belém do Piauí,Piauí,3503
4921º,3106101,Belmiro Braga,Minas Gerais,3503
4922º,1703057,Bandeirantes do Tocantins,Tocantins,3500
4923º,3137908,Lamim,Minas Gerais,3498
4924º,2202075,Cajazeiras do Piauí,Piauí,3497
4925º,4318622,São José dos Ausentes,Rio Grande do Sul,3496
4926º,2515203,São Sebastião do Umbuzeiro,Paraíba,3496
4927º,4117404,Ourizona,Paraná,3494
4928º,4120150,Porto Barreiro,Paraná,3491
4929º,3539707,Platina,São Paulo,3488
4930º,4305371,Charrua,Rio Grande do Sul,3482
4931º,4312757,Nova Alvorada,Rio Grande do Sul,3481
4932º,4213005,Pinheiro Preto,Santa Catarina,3480
4933º,3540101,Pongaí,São Paulo,3480
4934º,4305603,Colorado,Rio Grande do Sul,3478
4935º,3119708,Coronel Xavier Chaves,Minas Gerais,3471
4936º,3530904,Mombuca,São Paulo,3470
4937º,5108303,União do Sul,Mato Grosso,3468
4938º,3144672,Nova Belém,Minas Gerais,3465
4939º,4322525,Vale Verde,Rio Grande do Sul,3461
4940º,3161056,São Félix de Minas,Minas Gerais,3458
4941º,4202438,Bocaina do Sul,Santa Catarina,3456
4942º,3121902,Divinésia,Minas Gerais,3455
4943º,4304655,Capão do Cipó,Rio Grande do Sul,3449
4944º,5103809,Figueirópolis d'Oeste,Mato Grosso,3444
4945º,2502052,Bernardino Batista,Paraíba,3438
4946º,5214903,Nova Roma,Goiás,3437
4947º,2506509,Gurjão,Paraíba,3436
4948º,4306452,Dois Lajeados,Rio Grande do Sul,3430
4949º,4112900,Jundiaí do Sul,Paraná,3430
4950º,4210209,Major Gercino,Santa Catarina,3429
4951º,1701051,Angico,Tocantins,3423
4952º,5202601,Aurilândia,Goiás,3422
4953º,4323754,Vitória das Missões,Rio Grande do Sul,3422
4954º,2210623,Sebastião Barros,Piauí,3421
4955º,4213351,Ponte Alta do Norte,Santa Catarina,3413
4956º,1101476,Primavera de Rondônia,Rondônia,3411
4957º,3551306,Sebastianópolis do Sul,São Paulo,3411
4958º,1718840,Sandolândia,Tocantins,3410
4959º,1712801,Maurilândia do Tocantins,Tocantins,3409
4960º,5200902,Amorinópolis,Goiás,3408
4961º,4303673,Campestre da Serra,Rio Grande do Sul,3407
4962º,3505005,Barão de Antonina,São Paulo,3406
4963º,5204953,Campos Verdes,Goiás,3399
4964º,3542800,Ribeira,São Paulo,3390
4965º,5203962,Buritinópolis,Goiás,3389
4966º,5206701,Damianópolis,Goiás,3389
4967º,3159704,Santa Rosa da Serra,Minas Gerais,3386
4968º,3144375,Natalândia,Minas Gerais,3382
4969º,4323309,Vila Flores,Rio Grande do Sul,3382
4970º,4203154,Calmon,Santa Catarina,3380
4971º,5207501,Estrela do Norte,Goiás,3379
4972º,3125309,Faria Lemos,Minas Gerais,3371
4973º,3125804,Fernandes Tourinho,Minas Gerais,3369
4974º,1705102,Chapada da Natividade,Tocantins,3364
4975º,2513984,São Francisco,Paraíba,3363
4976º,5221080,Teresina de Goiás,Goiás,3363
4977º,5218391,Professor Jamil,Goiás,3360
4978º,3119807,Córrego Danta,Minas Gerais,3359
4979º,5219456,Santa Rita do Novo Destino,Goiás,3359
4980º,4103222,Bom Sucesso do Sul,Paraná,3358
4981º,2409506,Pedra Grande,Rio Grande do Norte,3356
4982º,1718881,Santa Maria do Tocantins,Tocantins,3356
4983º,3149507,Pequeri,Minas Gerais,3347
4984º,5107750,Salto do Céu,Mato Grosso,3347
4985º,4313003,Nova Bréscia,Rio Grande do Sul,3344
4986º,4101655,Arapuã,Paraná,3343
4987º,3171501,Mathias Lobato,Minas Gerais,3342
4988º,3522158,Itaoca,São Paulo,3341
4989º,3143708,Morro do Pilar,Minas Gerais,3339
4990º,3170479,Uruana de Minas,Minas Gerais,3338
4991º,4122107,Rio Bom,Paraná,3337
4992º,2207355,Pajeú do Piauí,Piauí,3333
4993º,4306700,Dona Francisca,Rio Grande do Sul,3331
4994º,3127370,Goiabeira,Minas Gerais,3328
4995º,2414456,Triunfo Potiguar,Rio Grande do Norte,3327
4996º,4107553,Farol,Paraná,3323
4997º,4315552,Rio dos Índios,Rio Grande do Sul,3317
4998º,2802502,General Maynard,Sergipe,3315
4999º,4307401,Esmeralda,Rio Grande do Sul,3313
5000º,4319125,São Martinho da Serra,Rio Grande do Sul,3309
5001º,4217550,Serra Alta,Santa Catarina,3301
5002º,3138302,Leandro Ferreira,Minas Gerais,3300
5003º,4219853,Zortéa,Santa Catarina,3300
5004º,3113107,Caranaíba,Minas Gerais,3299
5005º,2201309,Barreiras do Piauí,Piauí,3294
5006º,3144201,Nacip Raydan,Minas Gerais,3274
5007º,3148806,Pedra do Anta,Minas Gerais,3270
5008º,3500600,Águas de São Pedro,São Paulo,3268
5009º,4206801,Ibicaré,Santa Catarina,3268
5010º,3541802,Queiroz,São Paulo,3267
5011º,2400406,Água Nova,Rio Grande do Norte,3260
5012º,4201802,Atalanta,Santa Catarina,3254
5013º,4204178,Cerro Negro,Santa Catarina,3254
5014º,2805000,Pedra Mole,Sergipe,3254
5015º,4301859,Barra do Guarita,Rio Grande do Sul,3253
5016º,4312377,Monte Alegre dos Campos,Rio Grande do Sul,3249
5017º,4201109,Anitápolis,Santa Catarina,3248
5018º,5215207,Novo Brasil,Goiás,3242
5019º,4111605,Ivatuba,Paraná,3240
5020º,3525854,Jumirim,São Paulo,3237
5021º,2105658,Junco do Maranhão,Maranhão,3237
5022º,2410603,Rafael Godeiro,Rio Grande do Norte,3234
5023º,5107768,Santa Rita do Trivelato,Mato Grosso,3231
5024º,4111308,Itaúna do Sul,Paraná,3229
5025º,4126652,Sulina,Paraná,3222
5026º,2807303,Telha,Sergipe,3221
5027º,3160603,Santo Hipólito,Minas Gerais,3218
5028º,4307054,Ernestina,Rio Grande do Sul,3215
5029º,4217105,São Martinho,Santa Catarina,3210
5030º,3125507,São Gonçalo do Rio Preto,Minas Gerais,3205
5031º,4307450,Esperança do Sul,Rio Grande do Sul,3204
5032º,3525409,Jeriquara,São Paulo,3202
5033º,1501253,Bannach,Pará,3200
5034º,2503753,Cajazeirinhas,Paraíba,3197
5035º,3515129,Emilianópolis,São Paulo,3197
5036º,3501509,Alvinlândia,São Paulo,3196
5037º,3168051,Taparuba,Minas Gerais,3196
5038º,3145802,Onça de Pitangui,Minas Gerais,3192
5039º,4304952,Caseiros,Rio Grande do Sul,3185
5040º,3528304,Magda,São Paulo,3185
5041º,4205175,Entre Rios,Santa Catarina,3183
5042º,4308656,Garruchos,Rio Grande do Sul,3182
5043º,4108551,Godoy Moreira,Paraná,3178
5044º,2415008,Vila Flor,Rio Grande do Norte,3173
5045º,4312443,Morrinhos do Sul,Rio Grande do Sul,3166
5046º,3127354,Glaucilândia,Minas Gerais,3160
5047º,5108857,Nova Marilândia,Mato Grosso,3159
5048º,3135001,Jaguaraçu,Minas Gerais,3158
5049º,4310363,Imigrante,Rio Grande do Sul,3157
5050º,4312617,Muitos Capões,Rio Grande do Sul,3156
5051º,5221809,Urutaí,Goiás,3154
5052º,2413607,Severiano Melo,Rio Grande do Norte,3150
5053º,4209805,Leoberto Leal,Santa Catarina,3140
5054º,4119657,Pitangueiras,Paraná,3140
5055º,3116902,Comendador Gomes,Minas Gerais,3138
5056º,4110300,Inajá,Paraná,3137
5057º,5216452,Perolândia,Goiás,3135
5058º,4306379,Dilermando de Aguiar,Rio Grande do Sul,3130
5059º,2204154,Francisco Macedo,Piauí,3128
5060º,3119609,Coronel Pacheco,Minas Gerais,3125
5061º,2515609,Serra da Raiz,Paraíba,3121
5062º,2513968,São Domingos,Paraíba,3120
5063º,4118303,Paranapoema,Paraná,3117
5064º,2200806,Antônio Almeida,Piauí,3114
5065º,4106852,Cruzmaltina,Paraná,3110
5066º,2409209,Passagem,Rio Grande do Norte,3109
5067º,2208601,Prata do Piauí,Piauí,3103
5068º,4306320,Derrubadas,Rio Grande do Sul,3102
5069º,1718006,Porto Alegre do Tocantins,Tocantins,3102
5070º,3544509,Rubineia,São Paulo,3102
5071º,3115904,Chácara,Minas Gerais,3101
5072º,4321329,Taquaruçu do Sul,Rio Grande do Sul,3101
5073º,2515708,Serra Grande,Paraíba,3100
5074º,3157278,Santa Bárbara do Monte Verde,Minas Gerais,3096
5075º,1712009,Lajeado,Tocantins,3092
5076º,3537156,Pedrinhas Paulista,São Paulo,3087
5077º,1720259,São Salvador do Tocantins,Tocantins,3084
5078º,4318051,São Domingos do Sul,Rio Grande do Sul,3080
5079º,4311734,Mampituba,Rio Grande do Sul,3079
5080º,3122801,Dom Viçoso,Minas Gerais,3072
5081º,2403756,Fernando Pedroza,Rio Grande do Norte,3072
5082º,3115003,Cascalho Rico,Minas Gerais,3071
5083º,4309571,Herveiras,Rio Grande do Sul,3070
5084º,4306973,Erebango,Rio Grande do Sul,3066
5085º,2516755,Tenório,Paraíba,3066
5086º,3110400,Camacho,Minas Gerais,3064
5087º,3153301,Presidente Kubitschek,Minas Gerais,3061
5088º,4205605,Galvão,Santa Catarina,3058
5089º,3548302,Santo Expedito,São Paulo,3057
5090º,4323200,Victor Graeff,Rio Grande do Sul,3051
5091º,5107263,Santo Afonso,Mato Grosso,3050
5092º,4320230,Sede Nova,Rio Grande do Sul,3050
5093º,3532157,Nantes,São Paulo,3049
5094º,5219209,Santa Cruz de Goiás,Goiás,3048
5095º,3101409,Albertina,Minas Gerais,3046
5096º,3544400,Rubiácea,São Paulo,3046
5097º,3530003,Mira Estrela,São Paulo,3045
5098º,1717206,Piraquê,Tocantins,3044
5099º,2510600,Ouro Velho,Paraíba,3042
5100º,5108352,Vale de São Domingos,Mato Grosso,3041
5101º,4300570,Alto Feliz,Rio Grande do Sul,3040
5102º,1712454,Luzinópolis,Tocantins,3038
5103º,5101001,Araguaiana,Mato Grosso,3036
5104º,4306957,Entre Rios do Sul,Rio Grande do Sul,3035
5105º,5206305,Cristianópolis,Goiás,3029
5106º,2211506,Vera Mendes,Piauí,3029
5107º,5003900,Figueirão,Mato Grosso do Sul,3027
5108º,3130002,Ibituruna,Minas Gerais,3018
5109º,4305116,Centenário,Rio Grande do Sul,3016
5110º,2605459,Fernando de Noronha,Pernambuco,3016
5111º,3121506,Desterro do Melo,Minas Gerais,3015
5112º,3164431,São Sebastião da Vargem Alegre,Minas Gerais,3006
5113º,5212006,Jaupaci,Goiás,3004
5114º,4128625,Alto Paraíso,Paraná,2998
5115º,5220702,Sítio d'Abadia,Goiás,2998
5116º,2210391,São Miguel do Fidalgo,Piauí,2991
5117º,4319372,São Pedro do Butiá,Rio Grande do Sul,2991
5118º,2506202,Frei Martinho,Paraíba,2990
5119º,2209757,São Gonçalo do Gurgueia,Piauí,2988
5120º,4312427,Mormaço,Rio Grande do Sul,2986
5121º,3515905,Floreal,São Paulo,2982
5122º,3140209,Maripá de Minas,Minas Gerais,2979
5123º,4323770,Westfália,Rio Grande do Sul,2977
5124º,5206602,Cumari,Goiás,2975
5125º,4101150,Ângulo,Paraná,2974
5126º,5106851,Porto Estrela,Mato Grosso,2973
5127º,3120003,Córrego Novo,Minas Gerais,2970
5128º,4321493,Toropi,Rio Grande do Sul,2970
5129º,5103957,Glória d'Oeste,Mato Grosso,2964
5130º,2205359,João Costa,Piauí,2961
5131º,5214879,Nova Iguaçu de Goiás,Goiás,2961
5132º,5221577,Uirapuru,Goiás,2961
5133º,5202353,Arenópolis,Goiás,2957
5134º,4204194,Chapadão do Lageado,Santa Catarina,2953
5135º,2707008,Pindoba,Alagoas,2953
5136º,3528858,Marapoama,São Paulo,2949
5137º,4100459,Altamira do Paraná,Paraná,2948
5138º,5210158,Ipiranga de Goiás,Goiás,2948
5139º,4321469,Tio Hugo,Rio Grande do Sul,2946
5140º,3547106,Santa Mercedes,São Paulo,2945
5141º,4103370,Brasilândia do Sul,Paraná,2943
5142º,2206951,Novo Santo Antônio,Piauí,2940
5143º,5206800,Damolândia,Goiás,2935
5144º,3126406,Fortuna de Minas,Minas Gerais,2932
5145º,2211605,Vila Nova do Piauí,Piauí,2931
5146º,3506201,Bento de Abreu,São Paulo,2925
5147º,4202537,Bom Jesus,Santa Catarina,2919
5148º,4306072,Cristal do Sul,Rio Grande do Sul,2918
5149º,4207577,Iomerê,Santa Catarina,2917
5150º,2509370,Mato Grosso,Paraíba,2915
5151º,4211256,Morro Grande,Santa Catarina,2915
5152º,4103404,Cafeara,Paraná,2911
5153º,5210307,Israelândia,Goiás,2910
5154º,4117297,Novo Itacolomi,Paraná,2908
5155º,4301073,Arroio do Padre,Rio Grande do Sul,2906
5156º,4214151,Princesa,Santa Catarina,2906
5157º,4101051,Anahy,Paraná,2901
5158º,2209609,São Félix do Piauí,Piauí,2901
5159º,3140407,Marmelópolis,Minas Gerais,2900
5160º,5221304,Três Ranchos,Goiás,2900
5161º,4215901,São Bonifácio,Santa Catarina,2899
5162º,4321832,Três Forquilhas,Rio Grande do Sul,2898
5163º,2403905,Francisco Dantas,Rio Grande do Norte,2890
5164º,3103801,Arapuá,Minas Gerais,2883
5165º,4323705,Vista Gaúcha,Rio Grande do Sul,2882
5166º,4320321,Senador Salgado Filho,Rio Grande do Sul,2880
5167º,4323507,Vista Alegre,Rio Grande do Sul,2877
5168º,4305975,Coxilha,Rio Grande do Sul,2876
5169º,3103603,Arantina,Minas Gerais,2873
5170º,4214300,Rancho Queimado,Santa Catarina,2871
5171º,2210953,Tamboril do Piauí,Piauí,2870
5172º,4314548,Pinto Bandeira,Rio Grande do Sul,2868
5173º,1704105,Centenário,Tocantins,2866
5174º,4114351,Manfrinópolis,Paraná,2861
5175º,3104403,Argirita,Minas Gerais,2859
5176º,4302253,Boa Vista do Sul,Rio Grande do Sul,2859
5177º,3117207,Conceição das Pedras,Minas Gerais,2858
5178º,4212601,Peritiba,Santa Catarina,2855
5179º,4311239,Lagoa Bonita do Sul,Rio Grande do Sul,2852
5180º,4321634,Três Arroios,Rio Grande do Sul,2851
5181º,3150109,Piau,Minas Gerais,2850
5182º,3549003,São Francisco,São Paulo,2850
5183º,4316436,Saldanha Marinho,Rio Grande do Sul,2849
5184º,2411601,São Bento do Norte,Rio Grande do Norte,2846
5185º,4213153,Planalto Alegre,Santa Catarina,2844
5186º,4318440,São Jorge,Rio Grande do Sul,2842
5187º,4102703,Barra do Jacaré,Paraná,2828
5188º,1719004,Santa Tereza do Tocantins,Tocantins,2825
5189º,4315321,Quevedos,Rio Grande do Sul,2824
5190º,3553658,Taquaral,São Paulo,2823
5191º,2517100,Várzea,Paraíba,2820
5192º,3507753,Brejo Alegre,São Paulo,2812
5193º,3162302,São João da Mata,Minas Gerais,2811
5194º,1718709,Rio dos Bois,Tocantins,2810
5195º,4313011,Nova Candelária,Rio Grande do Sul,2807
5196º,4121356,Rancho Alegre d'Oeste,Paraná,2800
5197º,2205540,Lagoinha do Piauí,Piauí,2796
5198º,3510104,Cândido Rodrigues,São Paulo,2792
5199º,3516507,Gabriel Monteiro,São Paulo,2791
